V 1468
l 467 [] -12.3710,-21.2680 -12.3370,-21.1120 -12.5710,-20.8810 -13.1010,-21.6250 -13.0620,-21.6640 -12.9980,-21.6320 -12.6810,-21.4570
l 467 [] -13.3090,-20.1540 -13.9730,-20.5670 -13.9620,-20.6040 -13.9040,-20.8340
l 467 [] -13.2010,-19.6740 -13.7880,-19.4900 -14.3730,-19.2980 -14.1540,-19.9470
l 468 [3577] 26.7480,-4.0040 27.0790,-4.1670 27.2500,-4.0650 27.3610,-3.7190 26.8800,-3.5910
l 468 [] 26.2580,-3.0800 26.2330,-3.3050 26.2120,-3.7390 26.7480,-4.0040 27.0170,-3.1640
l 468 [] 26.2860,-2.8330 26.2580,-3.0800 27.0170,-3.1640 27.1250,-2.8270 26.4860,-2.5120
l 468 [] 28.3480,-2.8820 28.2470,-2.2170 27.8530,-2.0220 27.5620,-2.6110
l 468 [] 27.4600,-1.8280 27.1180,-1.6590 27.0090,-1.7800 26.6260,-2.2880 27.1440,-2.4670
l 468 [] 27.3610,-3.7190 27.5760,-3.0500 27.1250,-2.8270 26.8800,-3.5910
l 468 [] 27.8530,-2.0220 27.4600,-1.8280 27.1440,-2.4670 27.5620,-2.6110
l 468 [] 28.2470,-2.2170 28.2450,-2.2040 28.1010,-1.5510 27.4950,-1.2520 27.4360,-1.3070 27.1180,-1.6590
l 468 [] 26.2100,-3.7780 26.2150,-4.2520 26.2500,-4.7260 26.7500,-4.3630
l 468 [] 27.2770,-4.0490 27.8300,-3.7850 28.4090,-3.5690 28.3990,-3.4560
l 468 [] 28.1010,-1.5510 28.0970,-1.5330 27.9070,-0.8710 27.4950,-1.2520
l 469 [1725] 25.9620,-7.2160 26.3610,-7.4900 26.5800,-7.2770 26.2620,-6.8830
l 469 [1727] 26.0420,-5.3040 25.7730,-5.8470 25.7410,-5.8960 26.4710,-6.4090
l 469 [1779, 1898] 26.3020,-5.3830 26.9680,-5.8500 27.1620,-5.6320 26.7740,-5.2320 26.5920,-5.0560
l 469 [1893] 27.0760,-7.5290 27.4370,-7.2630 27.4870,-7.2340 26.7590,-6.3320
l 469 [] 26.3690,-7.4960 26.7410,-7.8340 26.9070,-7.6830
l 469 [] 25.4410,-6.3540 25.0480,-6.8260 25.5220,-6.9920 25.8180,-7.1430
l 469 [] 27.8240,-7.0370 28.2370,-6.8510 27.7680,-6.2940 27.2800,-5.7540
l 469 [] 26.2500,-4.7260 26.0720,-5.2210 26.3020,-5.3830 26.5920,-5.0560
l 470 [2273] 27.7680,-6.2940 28.2370,-6.8510 28.5730,-6.5610 28.7730,-6.4260 28.4970,-5.8790
l 470 [2743] 27.2800,-5.7540 27.6090,-6.1180 27.9700,-5.7770 27.5980,-5.3920
l 470 [3234] 26.2500,-4.7260 26.5120,-4.9790 26.9740,-4.7020 26.7220,-4.3830
l 470 [4222] 27.9700,-5.7770 28.2560,-5.5060 27.8580,-5.0950 27.5980,-5.3920
l 470 [] 28.9350,-6.3160 29.3240,-6.1160 29.7400,-5.9600 29.2730,-5.4370
l 470 [] 26.7740,-5.2320 26.8030,-5.2620 27.1540,-4.9300
l 470 [] 28.9100,-4.8870 28.8950,-4.8640 28.6070,-4.2420
l 470 [] 27.4580,-4.6430 27.0800,-4.1660 26.7500,-4.3630
l 470 [] 28.4490,-3.7040 28.4090,-3.5690 27.8300,-3.7850 27.2770,-4.0490
l 471 [1432] -16.4570,-16.7710 -16.1420,-16.9440 -15.7570,-17.1320 -15.6560,-16.3440 -16.3220,-16.3140
l 471 [1433] -17.0660,-15.6280 -17.0960,-15.7230 -17.1570,-15.9640 -16.4000,-16.0020 -16.4430,-15.7060
l 471 [1444] -16.9370,-15.2190 -17.0660,-15.6280 -16.4430,-15.7060 -16.5050,-15.2730
l 471 [1453] -15.0850,-14.0380 -15.0920,-13.8700 -15.6130,-13.8400 -15.6200,-14.2600 -15.1610,-14.2830
l 471 [1455] -17.2730,-12.7030 -17.2960,-12.7320 -17.3850,-12.8590 -17.4490,-13.7540 -17.1850,-13.8850 -16.8450,-14.0220
l 471 [1503] -15.9530,-11.9280 -15.9620,-11.9290 -16.3240,-11.9580 -16.6860,-11.9880 -17.0000,-12.3530 -15.9330,-12.3890
l 471 [1511] -15.1830,-12.4140 -15.2380,-11.8740 -15.6000,-11.9010 -15.9530,-11.9280 -15.9330,-12.3890
l 471 [1514] -15.6130,-13.8400 -15.9970,-13.8180 -16.0270,-14.2400 -15.6200,-14.2600
l 471 [] -15.0920,-13.8700 -15.1050,-13.5230 -15.9720,-13.4730 -15.9970,-13.8180
l 471 [] -15.1050,-13.5230 -15.1060,-13.4960 -15.1390,-12.9540 -15.1510,-12.8090 -15.9220,-12.7700 -15.9720,-13.4730
l 471 [] -17.2350,-16.2740 -16.8810,-16.5150 -16.5160,-16.7380 -16.4570,-16.7710 -16.3220,-16.3140
l 471 [] -15.5990,-16.0420 -15.5100,-15.5660 -15.3200,-14.7970
l 471 [] -16.7250,-14.6520 -16.9250,-15.1820 -16.9370,-15.2190 -16.5050,-15.2730 -16.5920,-14.6660
l 471 [] -16.6220,-12.7360 -16.7180,-14.0620 -16.4930,-14.1330 -16.5300,-14.2150
l 471 [] -17.3850,-12.8590 -17.5720,-13.1250 -17.8300,-13.5320 -17.5140,-13.7220 -17.4490,-13.7540
l 472 [1870] -8.1950,17.2250 -8.8850,16.3680 -8.8450,16.3690 -8.4100,16.3420
l 472 [1970] -7.0570,17.4680 -6.9570,17.7600 -6.7910,18.2970 -6.8610,18.3470 -7.5260,18.0940
l 472 [1977] -8.0460,18.8620 -8.4740,18.5270 -8.0740,17.8850 -7.9520,17.9320
l 472 [2048] -7.0840,17.3890 -7.0570,17.4680 -7.5260,18.0940 -8.0740,17.8850 -7.6340,17.1800
l 472 [2069] -7.5820,18.7850 -7.6370,18.8130 -7.9420,18.9430 -8.0460,18.8620 -7.9520,17.9320 -7.5130,18.0990
l 472 [] -7.5510,16.1840 -7.5410,16.2080 -7.8410,16.6740 -8.1390,16.3040 -7.9790,16.2810
l 472 [] -10.1700,17.4230 -9.9030,17.1960 -9.6660,16.9430 -9.4590,16.6650 -9.2830,16.3610
l 472 [] -7.3370,16.7040 -7.1390,17.2290 -7.0840,17.3890 -7.6340,17.1800
l 472 [] -9.5880,17.7670 -9.8470,17.6140 -9.0640,17.3320
l 472 [] -8.8560,18.2540 -9.0230,18.1350 -9.2330,17.9980 -8.9380,17.8920
l 472 [] -6.8610,18.3470 -7.0610,18.4900 -7.3430,18.6620 -7.5820,18.7850 -7.5130,18.0990
l 473 [1311] 22.9000,6.9600 23.3870,6.6320 23.5200,7.2370 23.6200,7.8230 23.2810,7.9140
l 473 [1332] 21.1370,8.0850 21.3630,7.8150 21.5100,7.7410 21.8450,8.5250 21.3670,8.7210
l 473 [1421] 20.4220,8.8640 20.6660,8.6100 20.9050,8.3500 20.9840,8.2600 21.3860,9.2030 21.1740,9.1430 20.7950,9.0130
l 473 [1495] 21.8880,7.5510 22.4000,7.2660 22.6400,7.1190 22.9830,7.9230 22.0950,8.2630
l 473 [] 21.8450,8.5250 22.1970,9.3490 21.9510,9.3420 21.5590,9.2520 21.3670,8.7210
l 473 [] 23.6200,7.8230 23.6240,7.8470 23.7000,8.4610 23.7470,9.0790 23.2810,7.9140
l 473 [] 23.5100,9.1580 23.3100,9.2240 22.8640,9.3160 22.4120,9.3550
l 474 [] 20.7950,9.0130 21.1740,9.1430 21.1940,9.1490
l 474 [] 20.4220,8.8640 20.6290,8.9470 20.7260,9.2730 20.3370,9.2690
l 474 [] 20.7260,9.2730 20.7660,9.4080 20.4440,9.6020 20.3210,9.3480 20.3370,9.2690
l 474 [] 21.5590,9.2520 21.9510,9.3420 21.9500,9.3690 20.6980,10.1260
l 474 [] 21.9350,9.6830 21.9690,10.0160 22.0510,10.3400 22.1820,10.6560 22.0490,10.7010 21.5460,10.2750
l 474 [1526, 1594, 2045, 2127] 20.5590,11.0040 19.9980,10.9920 20.0990,10.4590 20.2040,9.9270 20.3110,9.3950
l 474 [] 21.6510,10.8360 21.1100,10.9530 21.1000,10.9540
l 475 [1537] -17.6680,-18.4360 -17.4070,-18.5510 -17.0620,-18.6980 -16.8610,-18.5180 -17.2840,-18.0150
l 475 [1589] -18.1540,-18.2180 -18.0920,-18.2470 -17.7500,-18.4000 -17.6680,-18.4360 -17.2840,-18.0150 -17.6130,-17.6230
l 475 [1613] -17.9440,-17.2290 -18.1770,-17.6070 -18.4330,-18.0900 -18.1540,-18.2180 -17.6130,-17.6230
l 475 [1645] -16.3900,-17.3760 -16.6760,-17.6270 -16.3570,-18.0070 -16.3320,-17.9800 -16.0540,-17.6110
l 475 [] -17.6200,-17.6150 -16.8610,-18.5180 -16.6780,-18.3550 -17.2290,-17.3410
l 475 [] -17.5780,-16.6990 -17.8920,-17.1440 -17.9440,-17.2290 -17.6200,-17.6150 -17.2290,-17.3410
l 475 [] -15.7570,-17.1320 -15.9840,-17.0210 -16.3900,-17.3760 -16.0540,-17.6110 -16.0250,-17.5720
l 475 [] -16.1420,-16.9440 -16.5160,-16.7380 -16.6200,-16.6740 -17.1140,-17.1070
l 475 [] -16.8810,-16.5150 -17.2350,-16.2740 -17.5180,-16.6250
l 476 [2090] -15.2880,-19.8110 -15.2720,-19.8050 -14.9620,-19.6560 -14.6620,-19.4870 -14.3730,-19.2980 -14.5820,-18.8410 -15.1900,-19.3100
l 476 [2178] -14.5820,-18.8410 -14.6430,-18.7080 -14.9640,-18.1500 -15.1900,-19.3100
l 476 [2970] -16.3320,-17.9800 -16.6780,-18.3550 -16.9260,-18.5770 -16.3020,-19.0480
l 476 [] -15.6070,-18.5110 -15.0260,-18.0620 -15.3350,-17.6250
l 476 [] -16.9840,-20.0460 -16.6390,-19.9820 -16.2920,-19.9420 -15.9440,-19.9260 -15.5930,-19.9330
l 476 [] -16.9720,-19.7070 -16.9840,-20.0450 -16.3660,-19.2840
l 476 [] -17.0620,-18.6980 -17.0110,-19.0330 -16.9820,-19.3700 -16.9790,-19.4580 -16.6460,-19.0480
l 476 [] -16.0250,-17.5720 -16.2170,-17.8280 -16.0350,-18.0320
l 476 [] -15.7570,-17.1320 -15.9870,-17.5090 -15.6990,-17.7800 -15.3970,-17.5530
l 477 [1329] 7.5370,18.3170 6.6100,18.7760 6.4270,18.6600 6.5420,18.3360 6.6250,18.0060
l 477 [1372] 7.8830,18.8430 7.8030,18.9450 7.4040,19.4000 7.1750,19.1950 6.9360,19.0030 6.6870,18.8250
l 477 [1524, 1750] 7.2340,17.4230 7.7710,17.4800 7.9970,17.4870 8.4210,18.1300 8.1770,18.4720
l 477 [] 6.7000,17.3260 6.9100,17.3640 7.1430,17.7190 6.6300,17.9730 6.6780,17.6690
l 477 [] 8.3100,17.4960 8.8520,17.4710 8.5270,17.9810
l 478 [1534] 9.5500,18.8440 9.3510,19.2580 9.3510,19.2580 8.8110,18.9250 9.1290,18.4890
l 478 [1574] 8.0970,19.7420 7.7750,19.5920 7.4040,19.4000 7.8030,18.9450 8.3280,19.2280
l 478 [1607, 1652] 9.1440,19.6670 8.9290,20.0720 8.5370,19.9280 8.1530,19.7680 8.0970,19.7420 8.3280,19.2280
l 478 [] 8.8520,17.4710 9.0740,17.7100 9.2960,17.9490 9.5180,18.1880 9.7400,18.4270 9.6680,18.5850 8.5730,17.9090
l 478 [] 8.1450,18.5130 8.1770,18.4720 8.5270,17.9810
l 479 [1677] -3.4240,-21.2820 -3.7740,-21.6280 -3.4990,-21.7980 -3.2270,-21.9740 -2.9600,-22.1560 -2.6970,-22.3440 -2.3820,-22.1630
l 479 [1699] -1.4620,-21.5780 -1.6460,-21.2370 -2.4890,-21.8560 -2.2820,-22.1020 -2.0710,-21.9740 -1.7640,-21.7800
l 479 [1708] -1.6460,-21.2370 -1.6790,-21.1750 -1.9290,-20.7980 -2.3660,-21.1190 -2.0950,-21.5670
l 479 [1769] -1.9290,-20.7970 -2.2140,-20.4440 -2.5320,-20.1150 -2.8030,-20.5250 -3.1010,-20.9140 -3.1930,-21.0190
l 479 [1770] -2.3660,-21.1190 -2.8250,-21.4560 -2.4890,-21.8560 -2.0950,-21.5670
l 480 [1326] 10.0990,18.3940 10.1490,18.3890 10.5580,18.3620 10.6300,18.3590 10.7560,18.6140 10.2570,18.8350
l 480 [1342] 9.7400,18.4270 10.0990,18.3940 10.2570,18.8350 9.7730,19.0490 9.6090,18.7160
l 480 [1359] 10.9680,18.3470 11.3790,18.3440 11.4640,18.7000 11.5660,19.0520 11.6090,19.1790 11.2400,19.2960
l 480 [1371] 10.7560,18.6140 10.9210,18.9480 10.3630,19.1950 10.2150,18.8530
l 480 [] 10.3630,19.1950 9.9380,19.3820 9.7730,19.0490 10.2150,18.8530
l 480 [] 9.4840,20.2600 9.2680,20.1880 8.9790,20.0890 9.9120,19.6600 10.0610,19.9950
l 480 [] 8.9290,20.0720 9.1440,19.6670 9.3510,19.2580 9.5500,18.8440
l 480 [] 11.6840,19.3970 11.8190,19.7380 11.4040,19.8670
l 480 [] 11.3810,19.8770 11.0110,20.0390 10.6410,20.2550 10.4430,20.4020
l 480 [] 10.2920,20.5140 9.9490,20.4090 9.6080,20.3010 9.4840,20.2600 10.0610,19.9950
l 481 [3691, 3956, 4757] -16.2550,18.5780 -15.7520,18.3850 -15.5160,18.2860 -15.1760,18.8550 -15.9940,19.2780
l 481 [3811, 4756] -16.5280,19.5690 -17.0250,19.8160 -17.2060,19.5120 -17.2100,19.3790 -16.5590,19.3680
l 481 [] -15.2550,18.1760 -15.0040,18.3610 -14.7570,18.5500 -14.5130,18.7430 -14.2720,18.9400
l 481 [] -16.7640,18.7550 -16.5210,18.6700 -16.3850,18.8980
l 481 [] -17.2790,18.9150 -16.8510,18.7820 -16.7130,19.0610 -17.2200,19.3130
l 481 [] -16.1090,19.3610 -16.5280,19.5690 -16.5590,19.3680
l 481 [] -14.8630,19.3810 -14.9900,19.4760 -15.7390,19.9590
l 481 [] -15.7490,19.9650 -16.5210,20.3880 -16.6490,20.4470
l 481 [] -17.3340,20.7630 -17.2380,20.3030 -17.1960,19.8420
l 482 [1722] 21.1400,-18.3660 21.6900,-18.8960 21.8970,-18.3070 22.1680,-17.7550 22.5020,-17.2380
l 482 [1782, 1900] 20.5460,-16.1240 20.1390,-16.3770 19.7050,-16.5910 20.1480,-17.2130 20.6260,-17.8050 20.7890,-17.9820
l 482 [1846, 1860] 21.2790,-15.5020 20.9260,-15.8330 20.9110,-15.8450 21.3320,-17.7010 22.0880,-17.3090 21.7450,-15.7970 21.7160,-15.7760
l 482 [] 22.7130,-16.9850 22.9010,-16.7580 22.5270,-16.4040 22.1320,-16.0760
l 483 [1961] 22.5270,-16.4040 22.8340,-16.6950 23.0580,-16.2710 22.8320,-16.0800
l 483 [1963] 23.4840,-16.4560 23.7940,-16.3510 23.9890,-16.3060 23.2270,-15.6610
l 483 [2195] 21.2790,-15.5020 21.7160,-15.7760 21.8080,-15.8420 21.9740,-15.0580 21.6100,-15.0780
l 483 [2313] 22.5220,-14.0830 22.4520,-14.1490 22.0380,-14.5790 21.6470,-15.0300 22.7130,-14.9640
l 483 [3188] 23.8890,-14.8920 23.9460,-14.4180 23.6920,-14.2330 23.4310,-14.0580 23.1830,-13.9060 23.4030,-14.9220
l 483 [] 23.1830,-13.9060 23.1630,-13.8940 22.8890,-13.7400 22.5220,-14.0830 22.6050,-14.4660 23.2970,-14.4300
l 483 [] 22.6050,-14.4660 22.7130,-14.9640 23.4030,-14.9220 23.2970,-14.4300
l 483 [] 22.9010,-16.7580 23.1860,-16.5910 23.3490,-16.5170
l 483 [] 22.1320,-16.0760 22.3670,-16.2710 22.6310,-15.0240
l 483 [] 24.1160,-16.2770 23.9740,-15.8210 23.8990,-15.3600 23.8900,-14.9570
l 484 [1300] 6.5890,17.2990 6.7000,17.3260 6.6780,17.6690 6.6250,18.0060 6.5420,18.3360 6.5110,18.4240 5.9800,17.7180
l 484 [2524] 6.2100,18.0240 6.5110,18.4240 6.4270,18.6600 5.8810,18.7690 5.6180,18.4630
l 484 [4113] 4.2730,19.2160 4.5430,18.7230 4.7690,18.2130 4.8270,18.0440 5.4490,18.8730 5.3400,18.8990 4.8040,19.0470
l 484 [] 5.6310,17.2530 5.9120,17.6270 5.2940,18.0850 4.9890,17.7300
l 484 [] 5.9120,17.6270 6.2100,18.0240 5.6180,18.4630 5.2940,18.0850
l 484 [] 4.9510,17.6860 5.0880,17.1410 5.4970,17.1380 5.5480,17.1420 5.6310,17.2530 4.9890,17.7300
l 484 [] 5.5480,17.1420 5.9020,17.1680 6.3030,17.2310 6.5890,17.2990 5.9800,17.7180
l 485 [1434] 5.3400,18.8990 5.8810,18.7690 6.1620,18.7130 6.1870,19.3060 5.4170,19.3670
l 485 [1450] 4.8020,19.0480 4.8040,19.0470 5.3240,18.9040 5.3430,19.3560 4.9170,19.5610
l 485 [1490] 7.1090,19.7770 7.0540,19.8470 6.6990,20.2910 6.3390,20.7310 6.3850,19.6530
l 485 [1499] 6.2350,20.4620 6.2510,20.8360 5.9750,21.1670 5.6220,20.6160 5.6050,20.5120
l 485 [] 7.3960,19.3930 7.4040,19.4000 7.1090,19.7770 6.3850,19.6530 6.4030,19.2230
l 485 [] 6.1870,19.3060 6.2080,19.8100 5.4990,19.8670 5.4170,19.3670
l 485 [] 6.2080,19.8100 6.2350,20.4620 5.6050,20.5120 5.4990,19.8670
l 485 [] 6.4270,18.6600 6.6870,18.8250 6.9360,19.0030 7.1750,19.1950 7.3960,19.3930 6.4030,19.2230
l 485 [] 4.2730,19.2160 4.8020,19.0480 4.9170,19.5610 4.7640,19.6350
l 485 [] 5.3820,20.3130 5.2200,20.1080 4.7710,19.6410
l 486 [1509] 5.6220,20.6160 5.9750,21.1670 5.3700,21.3870 5.2570,21.4100 5.1380,20.7110
l 486 [1551, 1635] 5.2570,21.4100 4.7530,21.5150 4.5180,21.5290 4.4020,20.8560 5.1380,20.7110
l 486 [1628] 4.5180,21.5290 4.1230,21.5530 3.4820,21.4990 3.8080,20.9730 4.4020,20.8560
l 486 [] 4.2730,19.2160 4.7710,19.6410 4.8140,19.6860 4.2020,19.8370 4.2040,19.8310
l 486 [] 5.2200,20.1080 5.2460,20.1400 4.0400,20.4390 4.0490,20.4170
l 487 [1678] 23.5200,7.2370 23.3870,6.6320 23.8020,6.6350 24.2170,6.6440 24.2340,6.6450 24.1950,7.1980
l 487 [1791] 24.2340,6.6450 24.6310,6.6580 24.8280,6.6670 24.7920,7.1630 24.1950,7.1980
l 487 [1901] 24.8280,6.6670 25.0460,6.6780 25.4950,7.0490 25.5750,7.1170 24.7920,7.1630
l 487 [] 23.6240,7.8470 23.5220,7.2500 24.0720,7.4760 23.9690,7.8560
l 487 [] 25.9370,7.4280 26.3720,7.8150 26.4680,7.9040 25.7410,8.3390 25.4750,7.8930
l 487 [] 26.4680,7.9040 26.8010,8.2090 26.5800,8.4800 26.4730,8.5990 26.0320,8.1650
l 487 [] 26.4730,8.5990 26.3470,8.7390 26.1170,8.9690 25.7410,8.3390 26.0320,8.1650
l 487 [] 23.7470,9.0790 23.7000,8.4610 23.6730,8.2450 24.5780,8.6160 24.2550,9.1010
l 487 [] 24.0720,7.4760 24.4210,7.6190 24.3530,7.8650 23.9690,7.8560
l 487 [] 24.4210,7.6190 25.0650,7.8830 24.3530,7.8650
l 487 [] 26.1000,8.9860 25.8400,9.2200 25.3180,9.1720 24.7950,9.1330 24.2710,9.1020
l 488 [1413, 1425, 1431, 1461] -17.4650,2.2780 -17.2340,2.4580 -17.3950,2.7970 -17.7280,2.5380
l 488 [] -17.7170,2.0820 -17.0790,1.9750 -16.9990,1.9640 -17.2340,2.4580
l 488 [] -17.7390,2.0860 -17.7170,2.0820 -17.4650,2.2780 -17.7280,2.5380 -18.0010,2.3260
l 488 [] -19.0500,2.3540 -18.3960,2.2120 -18.2720,2.1880 -18.5210,2.7130
l 488 [] -16.4170,1.8800 -16.5630,2.4410 -16.6890,3.0060 -16.7300,3.2260 -17.0860,3.1070
l 488 [] -17.6760,3.3890 -17.9090,3.1830 -18.4650,2.7510
l 488 [] -16.7950,3.5760 -16.8820,4.1490 -17.3810,3.6490
l 489 [1539] -17.9090,3.1830 -17.3810,3.6490 -17.3570,3.6730 -18.3990,3.7950 -18.3720,3.1660
l 489 [2050] -18.3990,3.7950 -19.1520,3.8830 -19.0520,3.1400 -18.3720,3.1660
l 489 [2163] -17.2650,4.5820 -17.5720,4.8820 -17.8050,5.0750 -17.9670,4.5510 -17.3290,4.3740
l 489 [2727] -18.0540,8.3400 -18.4400,8.4800 -18.8260,8.6180 -19.0370,7.8080
l 489 [3514] -17.9670,4.5510 -18.1330,4.0150 -17.4160,4.0920 -17.3290,4.3740
l 489 [] -17.9580,5.2020 -18.3720,5.4920 -18.3280,5.5600 -18.7950,5.6140 -19.2340,4.1960 -19.1550,3.9060
l 489 [] -18.1050,5.9060 -17.7890,6.2700 -17.6520,6.3880 -17.6520,7.0720 -18.5230,7.1740 -18.5230,5.9930
l 489 [] -19.0500,2.3540 -18.4650,2.7510 -18.2820,2.8930 -19.0520,2.9830
l 489 [] -16.8820,4.1490 -17.2130,4.5310 -17.2650,4.5820 -17.4160,4.0920
l 489 [] -19.5780,5.7060 -19.6630,5.3760 -19.3590,4.6510
l 489 [] -19.1810,7.2520 -19.2470,6.9980 -19.4550,6.1870
l 489 [] -17.4230,6.5840 -17.0080,6.8490 -17.0730,7.0040
l 489 [] -17.1290,7.1390 -17.2160,7.4360 -17.2670,7.7420 -17.2840,8.0560 -17.3140,8.0670 -17.6600,7.3250
l 489 [] -17.6690,8.1990 -17.9410,8.2990 -18.2920,7.5470
l 490 [2347] -19.0510,2.8430 -19.0520,3.1400 -19.0880,3.4080 -19.5470,2.9990 -19.2280,2.6850
l 490 [2407] -19.0880,3.4080 -19.1160,3.6190 -19.6350,3.8340 -19.7670,3.7160 -19.4600,3.0770
l 490 [2418] -19.1550,3.9060 -19.3590,4.6510 -19.5560,5.1200 -19.9350,4.2230
l 490 [3180] -20.1060,5.2170 -20.4160,5.0870 -20.7760,4.9090 -21.1260,4.7070 -20.4390,4.4280
l 490 [3724] -19.5470,2.9990 -19.8320,2.7440 -19.4310,2.5040 -19.2280,2.6850
l 490 [] -20.1470,3.3770 -20.4220,3.1320 -20.4300,3.1020 -19.8470,2.7530
l 490 [] -19.7670,3.7160 -20.1470,3.3770 -19.8470,2.7530 -19.8320,2.7440 -19.4600,3.0770
l 490 [] -19.6350,3.8340 -20.1630,4.0540 -20.4220,3.1320
l 490 [] -19.5560,5.1200 -19.6630,5.3760 -20.0450,5.2430 -20.1060,5.2170 -20.4390,4.4280 -19.9350,4.2230
l 490 [] -20.7030,2.1330 -20.5710,2.1600 -20.0670,2.2440 -19.5600,2.3090
l 490 [] -21.5670,2.6380 -21.3110,2.3540 -21.0720,2.0560
l 490 [] -19.0500,2.3540 -19.0510,2.8430 -19.4310,2.5040 -19.1640,2.3440
l 490 [] -21.8200,3.5110 -22.1240,3.1590 -21.8370,2.9060 -21.7140,2.7840 -21.4480,2.7880
l 490 [] -21.2240,4.4960 -21.3210,4.2850 -21.5530,3.8860 -21.8000,3.5400 -21.1650,3.5490
l 491 [1284, 1292] -7.1250,-20.8790 -7.4710,-21.1580 -7.2480,-21.5650 -7.0410,-21.5780 -6.5130,-21.6830
l 491 [1289] -6.9540,-20.6980 -6.7340,-21.1020 -6.4150,-21.0210 -6.4740,-20.5190
l 491 [1290] -6.4150,-21.0210 -6.0310,-20.9230 -6.0360,-20.8740 -6.1570,-20.4000 -6.4740,-20.5190
l 491 [] -6.3930,-21.7240 -5.9950,-21.8600 -5.9820,-21.3610
l 491 [] -7.5970,-21.2600 -8.1240,-21.5810 -7.5780,-21.5440
l 491 [] -6.3460,-19.9380 -6.7080,-20.4380 -6.7230,-20.4540 -6.1900,-20.3180
l 492 [1917] -11.5000,-23.0370 -11.9040,-23.1160 -11.9080,-23.1170 -11.4230,-23.9190
l 492 [1947] -10.9370,-22.4350 -10.9580,-22.4940 -11.0670,-22.8970 -10.3680,-22.7980 -10.5940,-22.3860
l 492 [1957] -9.1670,-22.6850 -8.9260,-23.0830 -8.6890,-22.9120 -8.5020,-22.5990 -8.3790,-22.3430 -8.8090,-22.2250
l 492 [1991] -10.7280,-21.8670 -10.7880,-22.0070 -10.5650,-22.3750 -10.2640,-22.2070 -10.4690,-21.7230
l 492 [2013] -8.1240,-21.5810 -8.5550,-21.4650 -8.6140,-22.2780 -8.3790,-22.3430 -8.3450,-22.2720 -8.2190,-21.9330
l 492 [2044] -8.7640,-21.4120 -9.2370,-21.3050 -9.8000,-21.1980 -10.0940,-21.1540 -9.5350,-22.0770
l 492 [2148] -12.3040,-23.2180 -12.6980,-23.3420 -12.6400,-23.7010 -12.5890,-24.0620 -12.5780,-24.1520 -11.8910,-23.7480
l 492 [2606] -10.8430,-23.4270 -10.8060,-23.4820 -10.2210,-23.0670 -10.7710,-23.0120
l 492 [2712] -9.4910,-22.0380 -9.5350,-22.0770 -9.1670,-22.6850 -8.8090,-22.2250
l 492 [3184] -8.9200,-21.5470 -9.4910,-22.0380 -8.9660,-22.1820
l 492 [] -10.2640,-22.2070 -9.8360,-21.9690 -10.1120,-21.5240 -10.4690,-21.7230
l 492 [] -8.5550,-21.4650 -8.6780,-21.4320 -8.7640,-21.4120 -8.9200,-21.5470 -8.9660,-22.1820 -8.6140,-22.2780
l 492 [] -12.5440,-24.4230 -12.5060,-24.7850 -11.9310,-24.6130 -11.3590,-24.4320
l 492 [] -11.1540,-24.3630 -10.7900,-24.2420 -10.2240,-24.0440 -9.8440,-23.7560
l 492 [] -9.7650,-23.6970 -9.4610,-23.4710 -9.0760,-23.1900
l 492 [] -11.0900,-22.9800 -11.1420,-22.9870 -10.8430,-23.4270 -10.7710,-23.0120
l 492 [] -10.7940,-22.0210 -10.9370,-22.4350 -10.5940,-22.3860
l 492 [] -10.3680,-21.1130 -10.5970,-21.5610 -10.7280,-21.8670 -10.1120,-21.5240
l 493 [1303] -4.5340,-23.2330 -4.0960,-23.1710 -4.0400,-22.7800 -4.0110,-22.6270 -4.6750,-22.6260
l 493 [1305] -8.1240,-21.5810 -8.2190,-21.9330 -8.3450,-22.2720 -8.5020,-22.5990 -8.6890,-22.9120 -8.3040,-23.0850 -7.9490,-23.3010
l 493 [1307] -4.9330,-22.5740 -4.9930,-21.7170 -5.4430,-21.7720
l 493 [1315] -3.9670,-22.3930 -3.8790,-22.0090 -3.7740,-21.6280 -4.3320,-21.6560 -4.8890,-21.7040
l 493 [1379] -7.7340,-22.2860 -7.7000,-22.7710 -7.3380,-22.7190 -7.4070,-22.2390
l 493 [1390] -7.3380,-22.7190 -6.8090,-22.6430 -6.9120,-22.1680 -7.4070,-22.2390
l 493 [1392] -5.9950,-21.8600 -6.5130,-21.6830 -6.5790,-21.6700 -6.4960,-22.8530 -5.8820,-22.7430 -5.7440,-21.8200
l 493 [1435] -7.0410,-21.5780 -7.5780,-21.5440 -7.7850,-21.5580 -7.7340,-22.2860 -6.9120,-22.1680
l 493 [] -7.6460,-23.5440 -7.6250,-23.5610 -7.3320,-23.8650 -6.9380,-23.8590 -6.5560,-23.8000
l 493 [] -6.4320,-23.7620 -6.1860,-23.6870 -5.8290,-23.5200 -5.4010,-23.4080 -4.9690,-23.3120 -4.8820,-23.2960
l 494 [1844] 23.0000,-10.1240 23.0190,-10.6710 23.5630,-10.5100 23.9460,-10.3840 23.7550,-9.8580
l 494 [1849] 23.9460,-10.3840 24.1000,-10.3330 24.6160,-10.1430 24.4260,-9.6210 23.7550,-9.8580
l 494 [1858] 24.6160,-10.1430 24.6320,-10.1370 25.1570,-9.9250 24.9450,-9.4380 24.4260,-9.6210
